Country or Area,Year,Area,Type of housing unit,Tenure,Record Type,Reliability,Source Year,Value
Dominican Republic,2010,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,779147
Dominican Republic,2010,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,157005
Dominican Republic,2010,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,6807
Dominican Republic,2010,Urban,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,1743450
Dominican Republic,2010,Urban,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,979606
Dominican Republic,2010,Urban,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,624964
Dominican Republic,2010,Urban,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,133532
Dominican Republic,2010,Urban,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,5348
Dominican Republic,2010,Urban,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,227940
Dominican Republic,2010,Urban,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,62749
Dominican Republic,2010,Urban,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,142793
Dominican Republic,2010,Urban,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,21251
Dominican Republic,2010,Urban,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,1147
Dominican Republic,2010,Urban,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2013,18782
Dominican Republic,2010,Urban,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,4858
Dominican Republic,2010,Urban,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,11390
Dominican Republic,2010,Urban,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,2222
Dominican Republic,2010,Urban,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,312
Dominican Republic,2010,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,681807
Dominican Republic,2010,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,474822
Dominican Republic,2010,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,98231
Dominican Republic,2010,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,105058
Dominican Republic,2010,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,3696
Dominican Republic,2010,Rural,Conventional dwellings,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,633588
Dominican Republic,2010,Rural,Conventional dwellings,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,460944
Dominican Republic,2010,Rural,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,81876
Dominican Republic,2010,Rural,Conventional dwellings,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,87625
Dominican Republic,2010,Rural,Conventional dwellings,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,3143
Dominican Republic,2010,Rural,Other housing units,Total,Census - de jure - complete tabulation,"Final figure, complete",2013,44184
Dominican Republic,2010,Rural,Other housing units,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,13040
Dominican Republic,2010,Rural,Other housing units,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,14911
Dominican Republic,2010,Rural,Other housing units,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,15842
Dominican Republic,2010,Rural,Other housing units,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,391
Dominican Republic,2010,Rural,Unknown (type of housing unit),Total,Census - de jure - complete tabulation,"Final figure, complete",2013,4035
Dominican Republic,2010,Rural,Unknown (type of housing unit),Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,838
Dominican Republic,2010,Rural,Unknown (type of housing unit),Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2013,1444
Dominican Republic,2010,Rural,Unknown (type of housing unit),Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2013,1591
Dominican Republic,2010,Rural,Unknown (type of housing unit),Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2013,162
Dominican Republic,2002,Total,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,2194162
Dominican Republic,2002,Total,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,1366657
Dominican Republic,2002,Total,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,617731
Dominican Republic,2002,Total,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,196155
Dominican Republic,2002,Total,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,13305
Dominican Republic,2002,Total,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,314
Dominican Republic,2002,Urban,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,1398862
Dominican Republic,2002,Urban,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,782755
Dominican Republic,2002,Urban,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,512577
Dominican Republic,2002,Urban,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,96434
Dominican Republic,2002,Urban,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,6848
Dominican Republic,2002,Urban,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,248
Dominican Republic,2002,Rural,Total,Total,Census - de jure - complete tabulation,"Final figure, complete",2009,795300
Dominican Republic,2002,Rural,Total,Member of household owns the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,583902
Dominican Republic,2002,Rural,Total,Member of household rents all or a part of the housing unit,Census - de jure - complete tabulation,"Final figure, complete",2009,105154
Dominican Republic,2002,Rural,Total,Occupied free of rent,Census - de jure - complete tabulation,"Final figure, complete",2009,99721
Dominican Republic,2002,Rural,Total,Other arrangements,Census - de jure - complete tabulation,"Final figure, complete",2009,6457
Dominican Republic,2002,Rural,Total,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2009,66
Ecuador,2010,Total,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2015,3748919
Ecuador,2010,Total,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2015,2412030
Ecuador,2010,Total,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2015,804411
Ecuador,2010,Total,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2015,473943
Ecuador,2010,Total,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2015,58535
Ecuador,2010,Total,Conventional dwellings,Total,Census - de facto - complete tabulation,"Final figure, complete",2015,3748919
Ecuador,2010,Total,Conventional dwellings,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2015,2412030
Ecuador,2010,Total,Conventional dwellings,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2015,804411
Ecuador,2010,Total,Conventional dwellings,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2015,473943
Ecuador,2010,Total,Conventional dwellings,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2015,58535
Ecuador,2010,Urban,Total,Total,Census - de facto - complete tabulation,"Final figure, complete",2015,2391499
Ecuador,2010,Urban,Total,Member of household owns the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2015,1417966
Ecuador,2010,Urban,Total,Member of household rents all or a part of the housing unit,Census - de facto - complete tabulation,"Final figure, complete",2015,691798
Ecuador,2010,Urban,Total,Occupied free of rent,Census - de facto - complete tabulation,"Final figure, complete",2015,264474
Ecuador,2010,Urban,Total,Other arrangements,Census - de facto - complete tabulation,"Final figure, complete",2015,17261
